type,country,name,id,lat,lon,elev,mft,ref,freq,unit,chan,decl,north,range,kmm
VORTAC,JP,MIYAKOJIMA,MJC,24.777391666666666,125.29340833333333,46,M,MSL,113.450,MHZ,81Y,-5.343,FALSE,none,none
VOR-DME,JP,MIYAKO,MQE,39.86563888888889,141.95106666666666,192,M,MSL,116.600,MHZ,113X,-8.833,FALSE,none,none
VOR-DME,JP,MINAMIDAITO,MDE,25.854483333333334,131.26378888888888,59,M,MSL,117.800,MHZ,125X,-5.685,FALSE,none,none
VOR-DME,JP,SHIMOJISHIMA,SJE,24.821933333333334,125.14380555555556,20,M,MSL,117.100,MHZ,118X,-5.347,FALSE,none,none
VOR-DME,JP,YONAGUNI,YNE,24.46492222222222,122.99773888888889,96,M,MSL,115.050,MHZ,97Y,-5.088,FALSE,none,none
VOR-DME,JP,SAPPORO,SPE,43.174641666666666,141.30238333333332,26,M,MSL,113.900,MHZ,86X,-9.976,FALSE,none,none
VORTAC,JP,KUMEJIMA,KXC,26.371869444444446,126.72206388888888,17,M,MSL,116.700,MHZ,114X,-5.837,FALSE,none,none
VOR-DME,JP,ISHIGAKIJIMA,IGE,24.39601111111111,124.23795277777778,64,M,MSL,115.400,MHZ,101X,-5.177,FALSE,none,none
VOR-DME,JP,HAKODATE,HWE,41.774030555555555,140.83221666666665,91,M,MSL,112.300,MHZ,70X,-9.638,FALSE,none,none
VOR-DME,JP,KUSHIRO,TCE,43.03605,144.20075555555556,104,M,MSL,111.000,MHZ,47X,-9.322,FALSE,none,none
VOR-DME,JP,ASAHIKAWA,AWE,43.66726388888889,142.45684722222222,234,M,MSL,113.500,MHZ,82X,-9.896,FALSE,none,none
VOR-DME,JP,OKUSHIRI,ORE,42.070302777777776,139.44340277777778,51,M,MSL,109.850,MHZ,35Y,-10,FALSE,none,none
VOR-DME,JP,OBIHIRO,OBE,42.73396388888889,143.22045277777778,159,M,MSL,109.650,MHZ,33Y,-9,FALSE,none,none
VOR-DME,JP,RISHIRI,RSE,45.24566111111111,141.18676666666667,33,M,MSL,114.600,MHZ,93X,-11,FALSE,none,none
VOR-DME,JP,MONBETSU,MVE,44.30526666666667,143.39509166666667,48,M,MSL,112.900,MHZ,76X,-10,FALSE,none,none
VOR-DME,JP,WAKKANAI,WKE,45.407358333333335,141.80564722222223,15,M,MSL,115.300,MHZ,100X,-11,FALSE,none,none
VOR-DME,JP,MEMANBETSU,TBE,43.884908333333335,144.16618333333332,40,M,MSL,110.850,MHZ,45Y,-10,FALSE,none,none
VOR-DME,JP,NAKASHIBETSU,NSE,43.57736111111111,144.95050277777779,80,M,MSL,111.450,MHZ,51Y,-9,FALSE,none,none
DVOR-DME,PL,BYDGOSZCZ,BYZ,53.098333333333,17.971666666667,67,M,MSL,112.700,MHZ,74X,5.8604008209226075,FALSE,80,NM
DME,PL,CZAPLINEK,CZA,53.50777,16.30111,142,M,MSL,117.000,MHZ,117X,5.452427367630403,FALSE,80,NM
DVOR-DME,PL,CZEMPIN,CMP,52.13347,16.71916,71,M,MSL,114.500,MHZ,92X,5.395406380407635,FALSE,100,NM
DVOR-DME,PL,DARLOWO,DAR,54.41027,16.38805,9,M,MSL,114.200,MHZ,89X,5.593630115429764,FALSE,100,NM
DME,PL,DREZDENKO,DRE,52.81694,15.8325,27,M,MSL,115.300,MHZ,100X,5.238664629471365,FALSE,80,NM
DME,PL,DZIALYN,DIA,53.079444444444,21.175555555556,150,M,MSL,117.950,MHZ,126Y,6.709783557404398,FALSE,100,NM
DVOR-DME,PL,GDANSK,GZD,54.38777,18.42527,121,M,MSL,116.100,MHZ,108X,6.1881146355348555,FALSE,100,NM
DVOR-DME,PL,GRUDZIADZ,GRU,53.52111,18.78138,79,M,MSL,114.600,MHZ,93X,6.147353854727781,FALSE,150,NM
DME,PL,GŁUCHÓW GÓRNY,TBN,51.274444444444,17.134166666667,270,M,MSL,113.600,MHZ,83X,5.394695333147866,FALSE,150,NM
DME,PL,IZBICA,IZB,50.87749,23.14944,218,M,MSL,117.400,MHZ,121X,6.7495594517502235,FALSE,100,NM
DME,PL,JĘDRZEJÓW,JED,50.647222222222,20.251111111111,300,M,MSL,115.600,MHZ,103X,6.050857069637885,FALSE,100,NM
DME,PL,KARNICE,KRN,51.946388888889,20.444722222222,171,M,MSL,117.800,MHZ,125X,6.315361397085915,FALSE,100,NM
DVOR-DME,PL,KATOWICE/PYRZOWICE,KAX,50.47777,19.085,296,M,MSL,114.800,MHZ,95X,5.75563304174625,FALSE,100,NM
DME,PL,KMIECIN,KMI,54.201666666667,19.144722222222,-2,M,MSL,116.850,MHZ,115Y,6.363304176618883,FALSE,100,NM
DVOR-DME,PL,KRAKOW,KAK,50.076666666667,19.788055555556,235,M,MSL,112.800,MHZ,75X,5.856283860705636,FALSE,60,NM
DME,PL,LININ,LIN,51.932777777778,21.158611111111,150,M,MSL,113.100,MHZ,78X,6.488181548015148,FALSE,100,NM
DVOR-DME,PL,LUKAWIEC,RSW,50.108611111111,22.134166666667,210,M,MSL,110.600,MHZ,43X,6.379012446568377,FALSE,100,NM
DVOR-DME,PL,MRAGOWO,MRA,53.785,21.13277,157,M,MSL,117.300,MHZ,120X,6.837815525457136,FALSE,100,NM
DME,PL,NOWY TARG,NTA,49.3425,19.9675,983,M,MSL,115.950,MHZ,106Y,5.785321860169824,FALSE,100,NM
DVOR-DME,PL,OKECIE,OKC,52.169722222222,20.96,1221,M,MSL,113.450,MHZ,81Y,6.482883454333022,FALSE,none,none
DME,PL,OLESNO,OLX,50.21166,20.93555,171,M,MSL,115.400,MHZ,101X,6.133911753066329,FALSE,80,NM
DME,PL,OLSZTYN,OSY,53.746666666667,20.264166666667,180,M,MSL,116.250,MHZ,109Y,6.593681415129659,FALSE,100,NM
DME,PL,PLOCK,PCK,52.71166,19.56999,107,M,MSL,117.650,MHZ,123Y,6.224674949713898,FALSE,100,NM
DVOR-DME,PL,POZNAN/LAWICA,LAW,52.422222222222,16.830277777778,90,M,MSL,115.800,MHZ,105X,5.460933795736525,FALSE,100,NM
DME,PL,PSZCZYNA,PSZ,49.992222222222,18.851666666667,300,M,MSL,116.900,MHZ,116X,5.63297704266897,FALSE,100,NM
DVOR-DME,PL,RZESZOW,RZE,50.10805,22.01888,204,M,MSL,116.200,MHZ,109X,6.353892182442716,FALSE,80,NM
DVOR-DME,PL,SIEDLCE,SIE,52.15527,22.20083,164,M,MSL,114.700,MHZ,94X,6.785415525429893,FALSE,80,NM
DVOR-DME,PL,SKUPOWO,RUD,52.83055,23.70722,167,M,MSL,115.100,MHZ,98X,7.301578663208227,FALSE,100,NM
DVOR-DME,PL,SUWALKI,SUW,54.06972,22.90027,174,M,MSL,117.700,MHZ,124X,7.377470026716845,FALSE,100,NM
DVOR-DME,PL,SWIDNIK,SWI,51.23611,22.68555,194,M,MSL,112.200,MHZ,59X,6.716321854374461,FALSE,100,NM
DVOR-DME,PL,SZCZECIN,SCE,53.595277777778,14.881388888889,30,M,MSL,114.750,MHZ,94Y,6,FALSE,100,NM
DVOR-DME,PL,SZYMANY,SYN,53.607222222222,21.009166666667,180,M,MSL,111.050,MHZ,47Y,6.769087465140025,FALSE,100,NM
DME,PL,TRZEBIELINO,TZE,54.21055,17.07333,86,M,MSL,113.800,MHZ,85X,5.768118663332559,FALSE,80,NM
DVOR-DME,PL,WARSZAWA/MODLIN,MOL,52.4525,20.67777,100,M,MSL,116.600,MHZ,113X,6.463839459829027,FALSE,100,NM
DVOR-DME,PL,WIACZYN DOLNY,LOZ,51.776111111111,19.624722222222,240,M,MSL,112.400,MHZ,71X,6.084207097625295,FALSE,88,NM
DME,PL,WICKO,WIC,54.679444444444,17.675833333333,60,M,MSL,108.000,MHZ,17X,6.01457520579138,FALSE,100,NM
DVOR-DME,PL,WROCLAW/STRACHOWICE,WCL,51.09277,16.91888,124,M,MSL,111.650,MHZ,53Y,5.318937435476882,FALSE,80,NM
DVOR-DME,PL,ZIELONA GORA/BABIMOST,ZLG,52.14083,15.80055,55,M,MSL,110.650,MHZ,43Y,5.15377240152776,FALSE,80,NM
DME,PL,LEGNICA,BIA,51.293055555555554,15.921944444444444,151,M,MSL,117.350,MHZ,120Y,6,FALSE,none,none
VOR-DME,NF,NORFOLK ISLAND,NF,-29.047222222222,167.93222222222,99,M,MSL,112.400,MHZ,71X,15.14519387330206,FALSE,none,none
DME,TV,FUNAFUTI,FU,-8.522600593376357,179.20024516057205,6,M,MSL,113.300,MHZ,80X,10.842,FALSE,none,none
VOR-DME,CX,CHRISTMAS ISLAND,XMX,-10.430277777778,105.68944444444,299,M,MSL,112.400,MHZ,71X,0.33226574678663956,FALSE,none,none
VOR-DME,SR,ZANDERIJ,ZY,5.4505555555556,-55.184166666667,23,M,MSL,114.300,MHZ,90X,-17.728876524155893,FALSE,200,NM
DME,UA,KERCH,KER,45.31,36.443055555556,99,M,MSL,116.300,MHZ,110X,8,FALSE,200,NM
VOR-DME,UA,LVIV,LIV,49.811944444444,23.951388888889,333,M,MSL,115.500,MHZ,102X,6.707375097335315,FALSE,none,none
VOR-DME,UA,SIMFEROPOL,SMF,45.051666666667,33.979722222222,181,M,MSL,116.600,MHZ,113X,7.212892084808825,FALSE,200,NM
VORTAC,AS,PAGO PAGO,TUT,-14.332568450129571,-170.70832156271504,0,M,MSL,112.500,MHZ,72X,12.014,FALSE,none,none
VOR-DME,MG,ANTANANARIVO/IVATO,TNV,-18.803333333333335,47.51866666666667,1251,M,MSL,115.100,MHZ,98X,-15.565,FALSE,none,none
VOR-DME,MG,MAHAJANGA,MG,-15.6575,46.340666666666664,15,M,MSL,112.500,MHZ,72X,-11.605,FALSE,none,none
VOR,MG,TOAMASINA,MT,-18.12425,49.39425,11,M,MSL,113.100,MHZ,78X,-15.122,FALSE,none,none
VOR-DME,MG,NOSY-BE,NSB,-13.305544444444445,48.32331666666666,5,M,MSL,117.500,MHZ,122X,-9.78,FALSE,none,none
DME,MG,TOLAGNARO,FDN,-25.037666666666667,46.95305555555556,30,M,MSL,115.300,MHZ,100X,-24.235,FALSE,none,none
DME,MG,ANTSIRANANA,DI,-12.349377777777779,49.29502222222222,114,M,MSL,112.100,MHZ,58X,-9.158,FALSE,none,none
DME,MG,SAMBAVA,SB,-14.278361111111112,50.176722222222224,25,M,MSL,113.500,MHZ,82X,-11.114,FALSE,none,none
VOR-DME,MG,TOLIARY,TU,-23.391175,43.72199166666667,13,M,MSL,114.500,MHZ,92X,-20.995,FALSE,none,none
DME,FM,KOSRAE,UKS,5.353068974839644,162.9568766427417,3,M,MSL,115.300,MHZ,100X,7.17,FALSE,none,none
DME,FM,POHNPEI,PNI,6.982364189919721,158.20210188206477,2,M,MSL,111.000,MHZ,47X,5.734,FALSE,none,none
DME,FM,TRUK,TKK,7.456587938692849,151.84003495148227,2,M,MSL,116.400,MHZ,111X,3.957,FALSE,none,none
DME,FM,YAP,YP,9.499522609935042,138.08841680784212,33,M,MSL,117.500,MHZ,122X,-0.019,FALSE,none,none
VOR-DME,SZ,SIKHUPHE,VSK,-26.38,31.71666,339,M,MSL,117.100,MHZ,118X,-21.2164999115587,FALSE,none,none
VOR,SZ,SWAZILAND,VMS,-26.511944444444,31.323611111111,663,M,MSL,112.300,MHZ,none,-21.261596413528157,FALSE,none,none
VOR-DME,MA,TAN TAN PLAGE BLANCHE,TNN,28.42841,-11.1731,200,M,MSL,112.300,MHZ,70X,-2.4775552049612237,FALSE,none,none
DME,MA,CASABLANCA / MOHAMMED,CBA,33.521388888888886,-7.677222222222222,120,M,MSL,116.900,MHZ,116X,-0.903,FALSE,none,none
VOR-DME,MA,CASABLANCA / MOHAMMED,SLK,33.11555555555555,-7.506111111111111,300,M,MSL,112.500,MHZ,72X,-0.864,FALSE,none,none
DVOR-DME,MA,CASABLANCA / MOHAMMED,CBL,33.42050555555556,-7.606033333333333,180,M,MSL,115.100,MHZ,98X,-0.885,FALSE,none,none
VOR-DME,MA,BOUARFA,BRF,32.51416666666667,-2.0305555555555554,1110,M,MSL,117.000,MHZ,117X,0.569,FALSE,none,none
VOR-DME,MA,BENSLIMANE,BNS,33.64194444444445,-7.208055555555555,210,M,MSL,117.450,MHZ,121Y,-0.762,FALSE,none,none
DVOR-DME,MA,BÉN-MELLAL,BML,32.416875,-6.298022222222222,540,M,MSL,113.100,MHZ,78X,-0.539,FALSE,none,none
VOR-DME,MA,BENGUERIR,BGR,32.15777777777778,-7.880833333333333,450,M,MSL,115.400,MHZ,101X,-1.006,FALSE,none,none
VOR-DME,MA,AL HOCEIMA,ALM,35.19111111111111,-3.841666666666667,1,M,MSL,115.000,MHZ,97X,0.208,FALSE,200,NM
DVOR-DME,MA,AGADIR,ADM,30.321916666666667,-9.383472222222222,82,M,MSL,117.200,MHZ,119X,-1.538,FALSE,none,none
VOR-DME,NC,LIFOU,LFU,-20.774166666667,167.24055555556,33,M,MSL,113.300,MHZ,80X,12.279464256670703,FALSE,none,none
VOR-DME,NC,NOUMEA LA TONTOUTA,LTO,-22.005393090599412,166.21166205208527,19,M,MSL,112.900,MHZ,76X,12.461,FALSE,none,none
VOR-DME,NC,NOUMEA/MAGENTA,MGA,-22.315243324663044,166.4732092057621,0,M,MSL,113.000,MHZ,77X,12.594,FALSE,none,none
VOR-DME,AT,FISCHAMEND,FMD,48.105,16.629166666667,181,M,MSL,110.400,MHZ,41X,4.91708970786133,FALSE,60,NM
DVOR-DME,AT,FREISTADT,FRE,48.431666666667,14.129722222222,599,M,MSL,113.500,MHZ,82X,4.399210502135668,FALSE,60,NM
DVOR-DME,AT,GRAZ,GRZ,46.955277777778,15.449444444444,323,M,MSL,116.200,MHZ,109X,4.560298889549892,FALSE,40,NM
DVOR-DME,AT,KLAGENFURT,KFT,46.5975,14.562222222222,683,M,MSL,113.100,MHZ,78X,4.348338541777675,FALSE,none,none
DVOR-DME,AT,LINZ,LNZ,48.229722222222,14.103055555556,337,M,MSL,116.600,MHZ,113X,4.3775575890656455,FALSE,40,NM
DVOR-DME,AT,SALZBURG,SBG,48.0025,12.893055555556,443,M,MSL,113.800,MHZ,85X,4.089020913945716,FALSE,none,none
DVOR-DME,AT,SOLLENAU,SNU,47.875,16.288333333333,256,M,MSL,115.500,MHZ,102X,4.82140129152428,FALSE,60,NM
DVOR-DME,AT,TULLN,TUN,48.309166666667,15.979722222222,179,M,MSL,111.400,MHZ,none,4.798230637625243,FALSE,40,NM
VOR-DME,AT,VILLACH,VIW,46.696666666667,13.915,1888,M,MSL,112.900,MHZ,76X,4.221906830158889,FALSE,none,none
DVOR-DME,AT,WAGRAM,WGM,48.323888888889,16.490833333333,163,M,MSL,112.200,MHZ,59X,4.910254620667047,FALSE,60,NM
VOR-DME,NR,NAURU,NI,-0.5437816646137037,166.9207183698639,38,M,MSL,113.000,MHZ,77X,8.751,FALSE,none,none
VOR-DME,JE,JERSEY,JSY,49.221111111111,-2.0461111111111,74,M,MSL,112.200,MHZ,59X,-0.040259188414035134,FALSE,60,NM
VOR-DME,CK,RAROTONGA,RG,-21.20153557825411,-159.8144659378059,5,M,MSL,113.500,MHZ,82X,14.153,FALSE,none,none
DVOR-DME,MK,OHRID,OHR,41.1725,20.736388888889,694,M,MSL,112.500,MHZ,72X,4.873804739986937,FALSE,none,none
VOR-DME,MK,SKOPJE,SKJ,41.935,21.630555555556,234,M,MSL,112.800,MHZ,75X,5.087199045702618,FALSE,none,none
VOR-DME,CR,EL COCO,TIO,9.983667138228455,-84.2360919341576,840,M,MSL,115.700,MHZ,104X,-2.235,FALSE,none,none
VOR-DME,CR,LIBERIA,LIB,10.594182271383886,-85.54630452152334,77,M,MSL,112.800,MHZ,75X,-1.561,FALSE,none,none
VOR-DME,CR,LIMON,LIO,9.96317541870738,-83.02709017685369,2,M,MSL,116.300,MHZ,110X,-2.963,FALSE,none,none
VOR-DME,IT,ALBENGA,ALB,44.04816,8.127617,44,M,MSL,116.950,MHZ,116Y,2.876058095565075,FALSE,25,NM
DVOR-DME,IT,ALGHERO,AEA,40.638055555556,8.2916666666667,31,M,MSL,111.650,MHZ,53Y,2.797477747166308,FALSE,40,NM
VORTAC,IT,ALGHERO,ALG,40.62805,8.243889,443,M,MSL,113.800,MHZ,85X,2.787946848464685,FALSE,150,NM
VOR-DME,IT,ANCONA,ANC,43.58638,13.47111,273,M,MSL,110.650,MHZ,43Y,3.9172429628523773,FALSE,100,NM
VOR-DME,IT,AOSTA,SCS,45.745555555556,7.3386111111111,721,M,MSL,109.250,MHZ,29Y,2.7324403347969906,FALSE,none,none
VOR-DME,IT,BARI,BAR,41.14426,16.77645,37,M,MSL,116.400,MHZ,111X,4.284626867522129,FALSE,80,NM
DVOR-DME,IT,BERGAMO,BEG,45.669444444444,9.7091666666667,247,M,MSL,114.950,MHZ,96Y,3.2681575660706197,FALSE,25,NM
DVOR-DME,IT,BOLOGNA,BOA,44.53702,11.29066,43,M,MSL,117.100,MHZ,118X,3.5531073351435216,FALSE,50,NM
VOR-DME,IT,BOLZANO,OZE,46.405277777778,11.292222222222,651,M,MSL,117.050,MHZ,117Y,3.644744716956399,FALSE,40,NM
VOR-DME,IT,BRESCIA,BSM,45.438055555556,10.316111111111,114,M,MSL,115.650,MHZ,103Y,3.758,FALSE,40,NM
VORTAC,IT,BRINDISI,BRD,40.61086,18.00286,26,M,MSL,113.200,MHZ,79X,4.42230439298717,FALSE,none,none
DME,IT,BRINDISI/CASALE,BNS,40.658055555556,17.944444444444,15,M,MSL,108.900,MHZ,26X,4.418033211660811,FALSE,13,NM
DVOR-DME,IT,BRINDISI/CASALE,BCS,40.658611111111,17.951944444444,15,M,MSL,113.550,MHZ,82Y,4.419197005363012,FALSE,40,NM
VOR-DME,IT,CAGLIARI,CAG,39.249,9.054083,13,M,MSL,113.400,MHZ,81X,2.8770959498230284,FALSE,25,NM
VOR-DME,IT,CAMPAGNANO,CMP,42.123888888889,12.381388888889,437,M,MSL,111.400,MHZ,51X,3.625707954005374,FALSE,25,NM
VORTAC,IT,CARAFFA DI CATANZARO,CDC,38.755833333333,16.369166666667,998,M,MSL,117.300,MHZ,120X,4.0213232399707834,FALSE,200,NM
DVOR-DME,IT,CARBONARA,CAR,39.111388888889,9.5080555555556,52,M,MSL,115.100,MHZ,98X,2.9508279539964875,FALSE,80,NM
VOR-DME,IT,CASELLE,CSL,45.219722222222,7.6494444444444,313,M,MSL,116.750,MHZ,114Y,2.7959867525690854,FALSE,25,NM
VOR-DME,IT,CATANIA/FONTANAROSSA,CTF,37.464444444444,15.062222222222,14,M,MSL,116.250,MHZ,109Y,3.728991656921001,FALSE,50,NM
VOR-DME,IT,CHIOGGIA,CHI,45.071111111111,12.281388888889,13,M,MSL,114.100,MHZ,88X,3.7815117763011,FALSE,50,NM
VOR-DME,IT,COMISO,COM,36.985,14.594722222222,203,M,MSL,113.450,MHZ,81Y,3.62454980470611,FALSE,25,NM
VOR-DME,IT,CROTONE,CRN,38.996111111111,17.083055555556,167,M,MSL,117.100,MHZ,118X,4.144591059730791,FALSE,150,NM
VORTAC,IT,ELBA,ELB,42.730555555556,10.395833333333,423,M,MSL,114.700,MHZ,94X,3.289890575552833,FALSE,200,NM
VOR-DME,IT,FOGGIA,FGG,41.42944444444444,15.53138888888889,87,M,MSL,115.800,MHZ,105X,4.111517967069942,FALSE,25,NM
DVOR-DME,IT,FORLI,FOL,44.193611111111,12.067777777778,34,M,MSL,115.750,MHZ,104Y,3.688994802025981,FALSE,40,NM
DVOR-DME,IT,FROSINONE,FRS,41.6425,13.292222222222,189,M,MSL,115.600,MHZ,103X,3.754439348303585,FALSE,15,NM
VOR-DME,IT,GENOVA,GEN,44.424444444444,9.0822222222222,893,M,MSL,112.800,MHZ,75X,3.0912154484583128,FALSE,none,none
DVOR,IT,GROSSETO,GRO,42.760833333333,11.077222222222,5,M,MSL,109.850,MHZ,none,3.421538404151362,FALSE,none,none
DVOR-DME,IT,LAMEZIA TERME,LMT,38.904444444444,16.265555555556,24,M,MSL,112.500,MHZ,72X,4.018457549442717,FALSE,25,NM
DVOR-DME,IT,LAMPEDUSA,LPD,35.499722222222,12.630833333333,27,M,MSL,108.600,MHZ,23X,3.227872320514514,FALSE,none,none
VOR-DME,IT,LATINA,LAT,41.541111111111,12.918055555556,24,M,MSL,111.200,MHZ,49X,3.683276683418061,FALSE,60,NM
VORTAC,IT,LECCE,LCC,40.247222222222,18.130833333333,71,M,MSL,112.800,MHZ,75X,4.407336086018134,FALSE,40,NM
DVOR-DME,IT,LINATE,LIN,45.461111111111,9.2752777777778,118,M,MSL,112.250,MHZ,59Y,3.1658891293133427,FALSE,25,NM
VOR-DME,IT,MALPENSA,MMP,45.640833333333,8.7347222222222,233,M,MSL,113.350,MHZ,80Y,3.0507295006344086,FALSE,25,NM
DME,IT,NAPOLI/CAPODICHINO,NAP,40.891388888889,14.298888888889,77,M,MSL,110.950,MHZ,46Y,3.8701069353313016,FALSE,25,NM
DME,IT,NOVARA,NOV,45.424166666667,8.7941666666667,137,M,MSL,111.650,MHZ,53Y,3.058282858560031,FALSE,25,NM
DME,IT,ORISTANO/FENOSU,ORF,39.896666666667,8.6452777777778,17,M,MSL,108.350,MHZ,20Y,2.832816324562932,FALSE,none,none
VOR-DME,IT,OSTIA,OST,41.803888888889,12.2375,11,M,MSL,114.900,MHZ,96X,3.580615641855966,FALSE,80,NM
VOR-DME,IT,PALERMO,PAL,38.033611111111,13.1775,1184,M,MSL,112.300,MHZ,70X,3.4890019261000433,FALSE,40,NM
VOR-DME,IT,PANTELLERIA,PAN,36.814444444444,11.965833333333,190,M,MSL,116.100,MHZ,108X,3.218477516862178,FALSE,none,none
VOR-DME,IT,PERETOLA,PRT,43.809722222222,11.200555555556,37,M,MSL,112.500,MHZ,72X,3.4986571517712766,FALSE,25,NM
DVOR-DME,IT,PERUGIA,PRU,43.101666666667,12.511944444444,216,M,MSL,109.400,MHZ,31X,3.709100188746303,FALSE,50,NM
VOR-DME,IT,PESCARA,PES,42.435833333333,14.184166666667,10,M,MSL,115.900,MHZ,106X,3.963634350612362,FALSE,25,NM
DVOR-DME,IT,PISA,PIS,43.676666666667,10.391666666667,10,M,MSL,112.100,MHZ,58X,3.3321843297536757,FALSE,none,none
VOR-DME,IT,POMIGLIANO,POM,40.928333333333,14.383333333333,41,M,MSL,117.850,MHZ,125Y,3.886602410296186,FALSE,25,NM
VOR-DME,IT,PONTECAGNANO,PTC,40.62,14.908333333333,41,M,MSL,110.450,MHZ,41Y,3.9480136897092306,FALSE,40,NM
VORTAC,IT,PONZA,PNZ,40.911944444444,12.9575,194,M,MSL,114.600,MHZ,93X,3.648843682624278,FALSE,40,NM
VOR-DME,IT,PUNTA RAISI,PRS,38.171944444444,13.079722222222,12,M,MSL,113.000,MHZ,77X,3.483503070335077,FALSE,25,NM
DVOR-DME,IT,REGGIO CALABRIA,RCA,38.076666666667,15.645277777778,26,M,MSL,111.000,MHZ,47X,3.8614052766100113,FALSE,none,none
VOR-DME,IT,RIMINI,RIM,44.015166666666666,12.616666666666667,11,M,MSL,116.200,MHZ,109X,4,FALSE,none,none
DME,IT,RIMINI/MIRAMARE,RMN,44.016944444444,12.621111111111,16,M,MSL,108.800,MHZ,25X,3.7854937227067653,FALSE,25,NM
VOR-DME,IT,ROMA,ROM,41.804722222222,12.588055555556,106,M,MSL,110.800,MHZ,45X,3.642597714863386,FALSE,none,none
VOR-DME,IT,RONCHI DEI LEGIONARI,RCH,45.829722222222,13.480277777778,21,M,MSL,114.200,MHZ,89X,4.071307911469358,FALSE,40,NM
VOR-DME,IT,SARONNO,SRN,45.646111111111,9.0216666666667,240,M,MSL,113.700,MHZ,84X,3.115170224530317,FALSE,none,none
VOR-DME,IT,SESTRI,SES,44.417222222222,8.8236111111111,10,M,MSL,108.600,MHZ,23X,3.0358187351041845,FALSE,40,NM
DVOR-DME,IT,SMERALDA,SME,40.89,9.5013888888889,18,M,MSL,113.900,MHZ,86X,3.036065567678985,FALSE,25,NM
DVOR-DME,IT,SORRENTO,SOR,40.5825,14.335,502,M,MSL,112.200,MHZ,59X,3.853266357447184,FALSE,60,NM
VOR-DME,IT,TARANTO,TAG,40.509722222222,17.408055555556,70,M,MSL,110.200,MHZ,39X,4.324647778214139,FALSE,25,NM
VOR-DME,IT,TARQUINIA,TAQ,42.215,11.7325,23,M,MSL,111.800,MHZ,55X,3.513850731280191,FALSE,40,NM
VOR-DME,IT,TEANO,TEA,41.296666666667,13.970555555556,1006,M,MSL,112.900,MHZ,76X,3.8452812002744676,FALSE,none,none
VOR-DME,IT,TESSERA,TES,45.519166666667,12.368333333333,9,M,MSL,115.300,MHZ,100X,3.8251642926952703,FALSE,40,NM
VOR-DME,IT,TORINO,TOP,44.92541,7.861658,260,M,MSL,114.500,MHZ,92X,2.838205911726356,FALSE,none,none
VORTAC,IT,TRAPANI,TRP,37.896111111111,12.513333333333,43,M,MSL,108.800,MHZ,25X,3.37640729944622,FALSE,50,NM
VOR-DME,IT,TRENTO,TNT,46.020277777778,11.14,296,M,MSL,115.350,MHZ,100Y,3.5935235400119643,FALSE,25,NM
VOR-DME,IT,TREZZO,TZO,45.559166666667,9.5069444444444,160,M,MSL,117.250,MHZ,119Y,3.22000315830199,FALSE,none,none
VOR-DME,IT,VICENZA,VIC,45.637222222222,11.676388888889,48,M,MSL,113.400,MHZ,81X,3.688425422143718,FALSE,50,NM
VOR-DME,IT,VIESTE,VIE,41.912777777778,16.049166666667,290,M,MSL,112.600,MHZ,73X,4.235162994718135,FALSE,80,NM
VORTAC,IT,VILLAFRANCA,VIL,45.407777777778,10.906111111111,82,M,MSL,115.800,MHZ,105X,3.5153891090235754,FALSE,60,NM
VOR-DME,IT,VOGHERA,VOG,44.964722222222,8.9702777777778,114,M,MSL,110.450,MHZ,41Y,3.083957470404667,FALSE,none,none
VOR-DME,PE,ANDAHUAYLAS,AND,-13.714210056528543,-73.37782011656509,3750,M,MSL,114.300,MHZ,90X,0,FALSE,none,none
VOR-DME,PE,ANDOAS,OAS,-2.789439827490407,-76.47755252770486,222,M,MSL,116.800,MHZ,115X,0,FALSE,none,none
VOR-DME,PE,AREQUIPA,EQU,-16.339186216253722,-71.59712906874192,2496,M,MSL,113.700,MHZ,84X,0,FALSE,none,none
VOR-DME,PE,CHACHAPOYAS,POY,-6.2004840038109705,-77.85991961702561,2541,M,MSL,115.100,MHZ,98X,0,FALSE,none,none
VOR-DME,PE,CHICLAYO,CLA,-6.716979720283774,-79.81920452842127,31,M,MSL,114.900,MHZ,96X,0,FALSE,none,none
VOR,PE,CHIMBOTE,BTE,-9.147514133250866,-78.52188215462415,15,M,MSL,112.500,MHZ,none,0,FALSE,none,none
VOR,PE,ILO,ILO,-17.69113457475457,-71.35061672158997,27,M,MSL,112.500,MHZ,none,0,FALSE,none,none
VOR-DME,PE,IQUITOS,IQT,-3.7925060446007564,-73.31777811409981,92,M,MSL,116.500,MHZ,112X,0,FALSE,none,none
VOR-DME,PE,JULIACA,JUL,-15.468074360583842,-70.15102734797524,3827,M,MSL,115.550,MHZ,102Y,0,FALSE,none,none
VOR-DME,PE,PIURA,URA,-5.209924832800738,-80.61622204051285,28,M,MSL,117.700,MHZ,124X,0,FALSE,none,none
VOR-DME,PE,PUCALLPA,PUL,-8.37571144885523,-74.5722286097046,155,M,MSL,116.700,MHZ,114X,0,FALSE,none,none
VOR,PE,PUERTO ESPERANZA,PZA,-9.769069055028496,-70.70507183680107,233,M,MSL,113.900,MHZ,none,0,FALSE,none,none
VOR-DME,PE,PUERTO MALDONADO,PDO,-12.607838749675466,-69.22711715962872,213,M,MSL,116.100,MHZ,108X,0,FALSE,none,none
VOR-DME,PE,TALARA,TAL,-4.580276977325383,-81.25241744486931,86,M,MSL,116.100,MHZ,108X,0,FALSE,none,none
